user_id,days,steps_tried,correct,wrong,correct_ratio,viewed
9005,1.0,6.0,6.0,6.0,0.5,64
9008,2.0,7.0,7.0,6.0,0.5384615384615384,54
9010,1.0,2.0,2.0,0.0,1.0,31
9015,3.0,34.0,32.0,47.0,0.4050632911392405,492
9016,3.0,8.0,8.0,7.0,0.5333333333333333,279
9018,1.0,15.0,15.0,11.0,0.5769230769230769,298
9021,1.0,2.0,2.0,0.0,1.0,29
9023,2.0,13.0,13.0,0.0,1.0,224
9026,1.0,2.0,2.0,0.0,1.0,8
9027,1.0,6.0,6.0,16.0,0.2727272727272727,39
9028,2.0,9.0,9.0,3.0,0.75,87
9029,2.0,18.0,14.0,83.0,0.14432989690721648,180
9036,1.0,2.0,2.0,0.0,1.0,23
9049,1.0,9.0,9.0,3.0,0.75,45
9052,2.0,9.0,9.0,2.0,0.8181818181818182,416
9055,2.0,8.0,8.0,2.0,0.8,553
9056,1.0,2.0,2.0,0.0,1.0,53
9062,2.0,9.0,9.0,2.0,0.8181818181818182,31
9063,4.0,16.0,15.0,28.0,0.3488372093023256,1200
9065,1.0,12.0,12.0,10.0,0.5454545454545454,367
9070,1.0,2.0,2.0,0.0,1.0,19
9072,2.0,18.0,18.0,5.0,0.782608695652174,651
9075,1.0,1.0,0.0,6.0,0.0,90
9077,1.0,6.0,6.0,5.0,0.5454545454545454,23
9079,1.0,3.0,3.0,0.0,1.0,18
9080,1.0,1.0,1.0,0.0,1.0,11
9083,1.0,5.0,5.0,2.0,0.7142857142857143,51
9091,3.0,16.0,16.0,6.0,0.7272727272727273,107
9092,1.0,3.0,3.0,0.0,1.0,167
9094,1.0,2.0,2.0,1.0,0.6666666666666666,156
9095,2.0,9.0,10.0,1.0,0.9090909090909091,328
9097,2.0,8.0,8.0,3.0,0.7272727272727273,396
9098,3.0,16.0,17.0,24.0,0.4146341463414634,643
9100,2.0,7.0,7.0,3.0,0.7,63
9101,1.0,2.0,2.0,0.0,1.0,6
9102,1.0,2.0,2.0,0.0,1.0,109
9104,2.0,73.0,73.0,93.0,0.4397590361445783,361
9107,2.0,8.0,8.0,1.0,0.8888888888888888,1204
9110,1.0,8.0,8.0,2.0,0.8,26
9113,2.0,20.0,19.0,10.0,0.6551724137931034,198
9119,1.0,6.0,6.0,0.0,1.0,445
9122,1.0,5.0,4.0,3.0,0.5714285714285714,29
9123,1.0,2.0,2.0,0.0,1.0,439
9131,1.0,2.0,2.0,0.0,1.0,86
9132,2.0,10.0,11.0,26.0,0.2972972972972973,157
9135,4.0,18.0,17.0,41.0,0.29310344827586204,849
9136,2.0,10.0,9.0,18.0,0.3333333333333333,361
9138,1.0,2.0,2.0,0.0,1.0,104
9141,1.0,2.0,1.0,2.0,0.3333333333333333,14
9142,1.0,2.0,2.0,0.0,1.0,304
9149,1.0,2.0,2.0,0.0,1.0,18
9153,1.0,2.0,2.0,0.0,1.0,281
9155,1.0,9.0,9.0,2.0,0.8181818181818182,28
9156,1.0,9.0,9.0,9.0,0.5,577
9158,1.0,2.0,2.0,0.0,1.0,8
9162,1.0,2.0,2.0,0.0,1.0,16
9165,3.0,27.0,27.0,60.0,0.3103448275862069,305
9169,2.0,8.0,9.0,9.0,0.5,64
9173,3.0,40.0,37.0,86.0,0.3008130081300813,191
9179,1.0,2.0,2.0,3.0,0.4,25
9180,1.0,2.0,2.0,0.0,1.0,11
9186,2.0,3.0,3.0,0.0,1.0,62
9193,1.0,2.0,2.0,0.0,1.0,95
9198,3.0,29.0,29.0,53.0,0.35365853658536583,321
9199,2.0,26.0,24.0,59.0,0.2891566265060241,381
9201,1.0,8.0,8.0,1.0,0.8888888888888888,291
9203,1.0,3.0,3.0,0.0,1.0,17
9204,1.0,2.0,2.0,4.0,0.3333333333333333,13
9205,1.0,8.0,8.0,10.0,0.4444444444444444,78
9208,1.0,2.0,2.0,0.0,1.0,9
9210,1.0,8.0,8.0,2.0,0.8,57
9218,1.0,5.0,2.0,12.0,0.14285714285714285,25
9219,1.0,2.0,2.0,1.0,0.6666666666666666,26
9224,2.0,15.0,14.0,33.0,0.2978723404255319,106
9226,1.0,20.0,20.0,16.0,0.5555555555555556,76
9227,1.0,5.0,6.0,0.0,1.0,30
9228,1.0,2.0,2.0,0.0,1.0,101
9230,1.0,29.0,30.0,19.0,0.6122448979591837,377
9232,3.0,23.0,17.0,49.0,0.25757575757575757,512
9238,1.0,2.0,1.0,2.0,0.3333333333333333,16
9241,2.0,9.0,9.0,1.0,0.9,397
9244,2.0,6.0,5.0,5.0,0.5,201
9246,1.0,8.0,8.0,1.0,0.8888888888888888,65
9247,3.0,17.0,17.0,8.0,0.68,411
9253,1.0,8.0,7.0,4.0,0.6363636363636364,733
9255,1.0,2.0,2.0,0.0,1.0,508
9256,1.0,2.0,2.0,1.0,0.6666666666666666,6
9257,1.0,6.0,6.0,13.0,0.3157894736842105,23
9259,1.0,27.0,27.0,2.0,0.9310344827586207,66
9271,1.0,2.0,2.0,0.0,1.0,6
9272,1.0,2.0,2.0,0.0,1.0,8
9275,4.0,26.0,25.0,17.0,0.5952380952380952,676
9277,1.0,2.0,2.0,0.0,1.0,12
9280,1.0,8.0,8.0,0.0,1.0,203
9285,1.0,1.0,1.0,0.0,1.0,2
9286,2.0,16.0,18.0,5.0,0.782608695652174,826
9287,1.0,9.0,9.0,0.0,1.0,64
9288,3.0,13.0,14.0,16.0,0.4666666666666667,184
9291,2.0,5.0,5.0,0.0,1.0,19
9294,1.0,1.0,1.0,0.0,1.0,11
9296,1.0,9.0,9.0,4.0,0.6923076923076923,46
9299,1.0,2.0,2.0,0.0,1.0,32
9303,1.0,2.0,2.0,0.0,1.0,177
9306,1.0,2.0,2.0,0.0,1.0,11
9314,1.0,4.0,4.0,0.0,1.0,22
9315,1.0,2.0,2.0,0.0,1.0,321
9316,1.0,2.0,1.0,5.0,0.16666666666666666,19
9317,1.0,2.0,2.0,0.0,1.0,216
9321,1.0,2.0,2.0,0.0,1.0,11
9331,1.0,15.0,15.0,94.0,0.13761467889908258,77
9332,1.0,10.0,10.0,5.0,0.6666666666666666,53
9333,1.0,2.0,2.0,1.0,0.6666666666666666,44
9334,1.0,2.0,2.0,1.0,0.6666666666666666,15
9336,1.0,2.0,2.0,0.0,1.0,261
9338,1.0,5.0,5.0,9.0,0.35714285714285715,45
9340,2.0,8.0,8.0,0.0,1.0,32
9343,1.0,2.0,2.0,0.0,1.0,78
9350,2.0,8.0,8.0,9.0,0.47058823529411764,73
9355,1.0,10.0,9.0,13.0,0.4090909090909091,88
9359,1.0,2.0,2.0,0.0,1.0,63
9365,3.0,12.0,12.0,26.0,0.3157894736842105,418
9367,2.0,28.0,28.0,6.0,0.8235294117647058,924
9371,1.0,2.0,1.0,3.0,0.25,26
9378,1.0,2.0,2.0,0.0,1.0,117
9380,3.0,28.0,29.0,37.0,0.4393939393939394,115
9383,1.0,6.0,6.0,3.0,0.6666666666666666,342
9385,2.0,13.0,13.0,4.0,0.7647058823529411,222
9387,2.0,15.0,15.0,7.0,0.6818181818181818,113
9390,1.0,7.0,8.0,5.0,0.6153846153846154,176
9393,1.0,2.0,2.0,0.0,1.0,24
9396,1.0,2.0,2.0,0.0,1.0,37
9398,1.0,8.0,7.0,71.0,0.08974358974358974,73
9403,1.0,2.0,2.0,0.0,1.0,125
9406,1.0,2.0,2.0,0.0,1.0,16
9410,1.0,9.0,9.0,19.0,0.32142857142857145,57
9419,1.0,2.0,2.0,0.0,1.0,59
9422,1.0,1.0,0.0,1.0,0.0,51
9428,2.0,17.0,17.0,8.0,0.68,198
9430,1.0,1.0,1.0,0.0,1.0,206
9439,1.0,1.0,2.0,0.0,1.0,3
9440,1.0,2.0,2.0,0.0,1.0,285
9441,1.0,1.0,1.0,0.0,1.0,11
9443,1.0,2.0,2.0,0.0,1.0,366
9448,2.0,8.0,8.0,3.0,0.7272727272727273,169
9456,1.0,1.0,1.0,0.0,1.0,162
9459,1.0,2.0,2.0,0.0,1.0,258
9461,1.0,9.0,9.0,7.0,0.5625,97
9466,3.0,31.0,31.0,16.0,0.6595744680851063,382
9468,1.0,2.0,2.0,0.0,1.0,22
9470,1.0,9.0,9.0,13.0,0.4090909090909091,419
9472,1.0,29.0,29.0,4.0,0.8787878787878788,78
9474,2.0,8.0,8.0,13.0,0.38095238095238093,359
9476,4.0,28.0,28.0,80.0,0.25925925925925924,654
9480,3.0,9.0,9.0,30.0,0.23076923076923078,83
9482,1.0,2.0,2.0,0.0,1.0,17
9484,1.0,9.0,8.0,6.0,0.5714285714285714,486
9488,4.0,17.0,16.0,58.0,0.21621621621621623,96
9491,2.0,16.0,13.0,73.0,0.1511627906976744,359
9503,2.0,16.0,16.0,1.0,0.9411764705882353,116
9504,4.0,20.0,21.0,19.0,0.525,126
9507,2.0,16.0,16.0,21.0,0.43243243243243246,120
9508,1.0,2.0,2.0,0.0,1.0,41
9511,3.0,7.0,7.0,2.0,0.7777777777777778,36
9516,1.0,3.0,2.0,7.0,0.2222222222222222,944
9517,2.0,19.0,19.0,3.0,0.8636363636363636,226
9520,1.0,2.0,2.0,0.0,1.0,29
9521,2.0,9.0,9.0,4.0,0.6923076923076923,363
9523,1.0,2.0,2.0,0.0,1.0,13
9532,1.0,1.0,1.0,0.0,1.0,16
9534,2.0,4.0,4.0,4.0,0.5,417
9535,1.0,4.0,4.0,0.0,1.0,18
9537,1.0,2.0,2.0,0.0,1.0,357
9538,1.0,2.0,2.0,0.0,1.0,21
9541,1.0,2.0,2.0,0.0,1.0,24
9543,2.0,31.0,31.0,5.0,0.8611111111111112,95
9554,3.0,12.0,11.0,13.0,0.4583333333333333,418
9557,1.0,2.0,2.0,1.0,0.6666666666666666,11
9559,1.0,2.0,0.0,2.0,0.0,43
9566,2.0,16.0,15.0,10.0,0.6,116
9567,1.0,3.0,3.0,0.0,1.0,8
9569,2.0,13.0,13.0,3.0,0.8125,110
9570,2.0,9.0,9.0,1.0,0.9,67
9574,1.0,2.0,2.0,0.0,1.0,10
9576,1.0,2.0,2.0,0.0,1.0,20
9578,1.0,9.0,9.0,17.0,0.34615384615384615,138
9580,2.0,9.0,11.0,1.0,0.9166666666666666,141
9582,1.0,3.0,3.0,0.0,1.0,192
9583,1.0,5.0,4.0,3.0,0.5714285714285714,37
9587,1.0,4.0,4.0,0.0,1.0,28
9588,3.0,23.0,23.0,29.0,0.4423076923076923,454
9591,2.0,13.0,13.0,14.0,0.48148148148148145,373
9592,4.0,49.0,49.0,48.0,0.5051546391752577,601
9593,2.0,11.0,12.0,34.0,0.2608695652173913,76
9594,1.0,8.0,8.0,11.0,0.42105263157894735,630
9595,1.0,9.0,9.0,8.0,0.5294117647058824,101
9601,1.0,2.0,3.0,2.0,0.6,151
9602,1.0,1.0,1.0,0.0,1.0,133
9604,2.0,7.0,7.0,4.0,0.6363636363636364,27
9605,1.0,2.0,2.0,0.0,1.0,19
9612,1.0,2.0,2.0,0.0,1.0,79
9613,3.0,16.0,16.0,36.0,0.3076923076923077,358
9619,1.0,7.0,7.0,6.0,0.5384615384615384,134
9622,2.0,8.0,8.0,1.0,0.8888888888888888,96
9624,1.0,2.0,2.0,0.0,1.0,27
9628,1.0,2.0,2.0,0.0,1.0,191
9629,2.0,7.0,7.0,32.0,0.1794871794871795,57
9631,1.0,2.0,2.0,1.0,0.6666666666666666,401
9632,1.0,2.0,2.0,0.0,1.0,198
9635,1.0,35.0,29.0,28.0,0.5087719298245614,181
9641,1.0,2.0,2.0,0.0,1.0,23
9645,3.0,17.0,17.0,16.0,0.5151515151515151,154
9653,1.0,1.0,1.0,0.0,1.0,3
9656,2.0,28.0,28.0,30.0,0.4827586206896552,404
9659,1.0,2.0,2.0,0.0,1.0,46
9661,2.0,23.0,23.0,15.0,0.6052631578947368,163
9663,2.0,9.0,9.0,12.0,0.42857142857142855,146
9667,2.0,9.0,9.0,2.0,0.8181818181818182,109
9677,1.0,13.0,13.0,11.0,0.5416666666666666,291
9678,1.0,2.0,2.0,0.0,1.0,202
9682,1.0,2.0,2.0,1.0,0.6666666666666666,56
9683,1.0,2.0,2.0,0.0,1.0,9
9690,1.0,2.0,2.0,0.0,1.0,10
9692,2.0,8.0,8.0,4.0,0.6666666666666666,350
9694,2.0,2.0,2.0,0.0,1.0,234
9695,1.0,2.0,2.0,0.0,1.0,659
9697,1.0,2.0,2.0,0.0,1.0,154
9704,2.0,12.0,11.0,39.0,0.22,44
9706,3.0,22.0,23.0,37.0,0.38333333333333336,315
9709,2.0,4.0,4.0,0.0,1.0,56
9710,1.0,2.0,2.0,0.0,1.0,11
9711,2.0,18.0,18.0,2.0,0.9,61
9713,1.0,2.0,2.0,0.0,1.0,487
9718,1.0,4.0,4.0,2.0,0.6666666666666666,18
9724,2.0,2.0,2.0,3.0,0.4,398
9727,1.0,2.0,2.0,0.0,1.0,77
9730,1.0,2.0,2.0,0.0,1.0,12
9731,1.0,1.0,1.0,0.0,1.0,11
9734,1.0,2.0,2.0,2.0,0.5,19
9737,1.0,2.0,2.0,0.0,1.0,175
9739,1.0,2.0,2.0,0.0,1.0,260
9741,2.0,11.0,10.0,47.0,0.17543859649122806,203
9743,1.0,2.0,1.0,1.0,0.5,9
9749,1.0,8.0,8.0,2.0,0.8,278
9751,3.0,33.0,35.0,38.0,0.4794520547945205,486
9752,2.0,8.0,8.0,6.0,0.5714285714285714,604
9754,1.0,2.0,2.0,0.0,1.0,12
9757,3.0,13.0,13.0,17.0,0.43333333333333335,177
9760,1.0,13.0,13.0,63.0,0.17105263157894737,77
9763,2.0,19.0,18.0,17.0,0.5142857142857142,356
9765,1.0,2.0,1.0,4.0,0.2,11
9774,2.0,8.0,8.0,13.0,0.38095238095238093,675
9779,1.0,2.0,2.0,0.0,1.0,18
9786,1.0,2.0,2.0,0.0,1.0,75
9787,1.0,2.0,2.0,0.0,1.0,139
9789,1.0,13.0,12.0,28.0,0.3,101
9790,1.0,25.0,25.0,15.0,0.625,159
9796,1.0,3.0,3.0,3.0,0.5,4
9799,1.0,8.0,8.0,1.0,0.8888888888888888,27
9800,1.0,12.0,12.0,5.0,0.7058823529411765,37
9802,2.0,8.0,8.0,5.0,0.6153846153846154,50
9804,4.0,15.0,14.0,14.0,0.5,1031
9812,4.0,12.0,10.0,25.0,0.2857142857142857,175
9821,4.0,46.0,46.0,18.0,0.71875,402
9825,1.0,1.0,1.0,1.0,0.5,16
9826,2.0,13.0,13.0,7.0,0.65,466
9833,4.0,16.0,16.0,10.0,0.6153846153846154,479
9834,2.0,10.0,9.0,46.0,0.16363636363636364,134
9835,2.0,16.0,15.0,35.0,0.3,71
9850,4.0,29.0,29.0,11.0,0.725,309
9851,1.0,2.0,2.0,0.0,1.0,67
9860,1.0,1.0,1.0,0.0,1.0,5
9861,1.0,2.0,2.0,1.0,0.6666666666666666,132
9863,1.0,2.0,2.0,2.0,0.5,35
9864,1.0,2.0,2.0,0.0,1.0,31
9872,3.0,14.0,16.0,26.0,0.38095238095238093,201
9873,2.0,8.0,8.0,1.0,0.8888888888888888,749
9874,2.0,15.0,15.0,5.0,0.75,232
9878,3.0,10.0,9.0,17.0,0.34615384615384615,74
9879,1.0,1.0,1.0,0.0,1.0,8
9881,1.0,2.0,2.0,0.0,1.0,8
9887,1.0,9.0,9.0,8.0,0.5294117647058824,64
9898,1.0,2.0,2.0,2.0,0.5,9
9902,1.0,1.0,1.0,0.0,1.0,13
9908,1.0,2.0,2.0,0.0,1.0,10
9909,1.0,1.0,1.0,0.0,1.0,34
9913,1.0,1.0,2.0,3.0,0.4,1
9915,1.0,2.0,2.0,0.0,1.0,14
9918,1.0,2.0,2.0,0.0,1.0,8
9919,1.0,2.0,2.0,0.0,1.0,16
9921,1.0,2.0,2.0,3.0,0.4,25
9925,1.0,9.0,9.0,6.0,0.6,166
9926,3.0,5.0,4.0,11.0,0.26666666666666666,1041
9928,3.0,42.0,39.0,63.0,0.38235294117647056,681
9929,1.0,19.0,22.0,67.0,0.24719101123595505,336
9936,2.0,5.0,5.0,0.0,1.0,97
9938,1.0,2.0,2.0,1.0,0.6666666666666666,7
9943,1.0,8.0,8.0,6.0,0.5714285714285714,381
9946,2.0,5.0,5.0,0.0,1.0,165
9951,1.0,2.0,2.0,0.0,1.0,14
9956,1.0,68.0,67.0,3.0,0.9571428571428572,213
9970,4.0,15.0,15.0,14.0,0.5172413793103449,125
9971,1.0,2.0,3.0,1.0,0.75,11
9975,1.0,2.0,2.0,5.0,0.2857142857142857,97
9976,3.0,23.0,25.0,188.0,0.11737089201877934,113
9977,1.0,2.0,2.0,0.0,1.0,282
9981,1.0,2.0,2.0,0.0,1.0,10
9986,2.0,12.0,10.0,30.0,0.25,170
9993,2.0,8.0,9.0,6.0,0.6,210
9998,2.0,12.0,12.0,8.0,0.6,66
10002,1.0,2.0,2.0,0.0,1.0,501
10003,1.0,2.0,2.0,0.0,1.0,19
10005,1.0,2.0,2.0,0.0,1.0,60
10006,1.0,5.0,5.0,6.0,0.45454545454545453,89
10009,1.0,2.0,2.0,0.0,1.0,149
10013,1.0,2.0,2.0,0.0,1.0,8
10016,1.0,1.0,1.0,0.0,1.0,165
10018,1.0,8.0,8.0,11.0,0.42105263157894735,508
10020,1.0,2.0,2.0,0.0,1.0,139
10021,2.0,9.0,9.0,1.0,0.9,165
10022,1.0,3.0,3.0,0.0,1.0,16
10025,2.0,51.0,51.0,21.0,0.7083333333333334,239
10029,1.0,2.0,2.0,0.0,1.0,822
10030,1.0,4.0,4.0,1.0,0.8,17
10036,3.0,12.0,13.0,11.0,0.5416666666666666,386
10038,1.0,4.0,3.0,11.0,0.21428571428571427,24
10045,4.0,29.0,27.0,63.0,0.3,386
10047,1.0,3.0,3.0,5.0,0.375,22
10053,2.0,7.0,7.0,6.0,0.5384615384615384,741
10058,1.0,2.0,2.0,0.0,1.0,369
10059,4.0,7.0,7.0,10.0,0.4117647058823529,135
10062,1.0,2.0,2.0,0.0,1.0,215
10065,1.0,2.0,2.0,0.0,1.0,92
10070,1.0,2.0,2.0,0.0,1.0,16
10073,2.0,8.0,8.0,10.0,0.4444444444444444,575
10075,1.0,2.0,2.0,0.0,1.0,14
10078,1.0,2.0,2.0,0.0,1.0,12
10079,1.0,7.0,7.0,15.0,0.3181818181818182,43
10080,1.0,1.0,0.0,1.0,0.0,1
10081,1.0,2.0,1.0,1.0,0.5,135
10088,1.0,2.0,2.0,0.0,1.0,19
10090,2.0,17.0,20.0,7.0,0.7407407407407407,393
10093,2.0,26.0,26.0,21.0,0.5531914893617021,495
10098,1.0,2.0,2.0,1.0,0.6666666666666666,14
10100,2.0,18.0,18.0,15.0,0.5454545454545454,72
10101,1.0,2.0,2.0,1.0,0.6666666666666666,10
10102,1.0,1.0,1.0,0.0,1.0,12
10106,1.0,4.0,4.0,0.0,1.0,33
10108,4.0,8.0,7.0,9.0,0.4375,127
10109,1.0,2.0,2.0,0.0,1.0,20
10110,2.0,15.0,14.0,30.0,0.3181818181818182,207
10116,1.0,8.0,8.0,3.0,0.7272727272727273,49
10118,3.0,9.0,9.0,4.0,0.6923076923076923,440
10119,1.0,2.0,2.0,0.0,1.0,21
10120,1.0,7.0,6.0,23.0,0.20689655172413793,309
10122,1.0,2.0,2.0,0.0,1.0,18
10123,1.0,8.0,7.0,10.0,0.4117647058823529,64
10130,2.0,15.0,14.0,68.0,0.17073170731707318,229
10131,2.0,5.0,5.0,0.0,1.0,54
10137,2.0,12.0,8.0,57.0,0.12307692307692308,118
10139,1.0,9.0,9.0,16.0,0.36,57
10142,1.0,1.0,1.0,0.0,1.0,5
10144,2.0,16.0,16.0,26.0,0.38095238095238093,525
10148,1.0,9.0,9.0,8.0,0.5294117647058824,68
10149,1.0,2.0,2.0,2.0,0.5,10
10150,1.0,9.0,9.0,9.0,0.5,36
10152,1.0,25.0,25.0,0.0,1.0,150
10154,1.0,1.0,1.0,0.0,1.0,38
10155,1.0,17.0,17.0,6.0,0.7391304347826086,216
10158,2.0,16.0,16.0,25.0,0.3902439024390244,380
10159,1.0,3.0,3.0,2.0,0.6,14
10160,1.0,2.0,2.0,1.0,0.6666666666666666,56
10161,1.0,1.0,2.0,6.0,0.25,3
10163,3.0,7.0,7.0,12.0,0.3684210526315789,399
10167,1.0,8.0,9.0,3.0,0.75,200
10176,1.0,2.0,2.0,0.0,1.0,10
10178,4.0,9.0,16.0,67.0,0.1927710843373494,924
10182,1.0,2.0,2.0,0.0,1.0,384
10185,1.0,2.0,2.0,0.0,1.0,9
10187,1.0,2.0,2.0,0.0,1.0,53
10188,3.0,8.0,7.0,8.0,0.4666666666666667,369
10192,1.0,2.0,2.0,0.0,1.0,97
10197,1.0,8.0,8.0,1.0,0.8888888888888888,245
10199,1.0,2.0,2.0,0.0,1.0,26
10200,1.0,9.0,9.0,1.0,0.9,203
10201,3.0,9.0,8.0,10.0,0.4444444444444444,567
10202,1.0,2.0,2.0,0.0,1.0,990
10208,1.0,7.0,7.0,11.0,0.3888888888888889,42
10209,1.0,2.0,2.0,0.0,1.0,20
10211,1.0,9.0,9.0,0.0,1.0,397
10213,1.0,2.0,2.0,0.0,1.0,12
10214,2.0,25.0,25.0,23.0,0.5208333333333334,94
10216,1.0,4.0,4.0,0.0,1.0,164
10218,1.0,4.0,4.0,0.0,1.0,532
10220,3.0,11.0,11.0,6.0,0.6470588235294118,136
10225,3.0,15.0,14.0,36.0,0.28,241
10226,1.0,2.0,0.0,5.0,0.0,190
10230,1.0,2.0,2.0,0.0,1.0,144
10231,1.0,3.0,3.0,7.0,0.3,19
10233,1.0,8.0,8.0,1.0,0.8888888888888888,32
10235,1.0,2.0,2.0,0.0,1.0,271
10236,1.0,5.0,5.0,0.0,1.0,32
10250,2.0,12.0,12.0,4.0,0.75,353
10251,1.0,2.0,2.0,1.0,0.6666666666666666,39
10260,1.0,1.0,1.0,0.0,1.0,18
10261,1.0,2.0,2.0,2.0,0.5,17
10262,1.0,2.0,2.0,0.0,1.0,452
10265,3.0,17.0,17.0,5.0,0.7727272727272727,429
10269,2.0,15.0,15.0,1.0,0.9375,563
10272,2.0,8.0,8.0,1.0,0.8888888888888888,47
10274,3.0,29.0,29.0,21.0,0.58,259
10275,1.0,4.0,3.0,1.0,0.75,74
10276,2.0,28.0,28.0,22.0,0.56,315
10282,1.0,2.0,2.0,2.0,0.5,16
10283,1.0,2.0,0.0,4.0,0.0,114
10284,1.0,2.0,2.0,1.0,0.6666666666666666,251
10288,1.0,2.0,2.0,0.0,1.0,9
10293,2.0,5.0,5.0,1.0,0.8333333333333334,237
10295,1.0,2.0,2.0,1.0,0.6666666666666666,65
10298,1.0,4.0,4.0,0.0,1.0,27
10300,3.0,17.0,16.0,11.0,0.5925925925925926,405
10301,1.0,9.0,9.0,2.0,0.8181818181818182,36
10302,1.0,2.0,4.0,0.0,1.0,10
10311,2.0,15.0,15.0,1.0,0.9375,603
10312,1.0,1.0,1.0,1.0,0.5,4
10313,1.0,9.0,9.0,2.0,0.8181818181818182,136
10314,1.0,2.0,2.0,0.0,1.0,31
10318,2.0,8.0,9.0,1.0,0.9,717
10320,1.0,2.0,2.0,0.0,1.0,25
10322,1.0,3.0,3.0,2.0,0.6,32
10324,1.0,8.0,8.0,4.0,0.6666666666666666,43
10325,1.0,5.0,6.0,0.0,1.0,43
10330,1.0,4.0,4.0,4.0,0.5,132
10331,1.0,2.0,2.0,0.0,1.0,64
10332,1.0,2.0,2.0,0.0,1.0,135
10334,2.0,9.0,9.0,6.0,0.6,366
10335,1.0,2.0,2.0,0.0,1.0,100
10343,1.0,2.0,2.0,0.0,1.0,21
10349,1.0,9.0,8.0,2.0,0.8,280
10350,1.0,2.0,3.0,1.0,0.75,7
10351,1.0,2.0,2.0,1.0,0.6666666666666666,32
10354,1.0,2.0,2.0,0.0,1.0,865
10356,3.0,10.0,8.0,26.0,0.23529411764705882,1011
10358,1.0,2.0,2.0,0.0,1.0,164
10359,1.0,2.0,1.0,5.0,0.16666666666666666,13
10369,1.0,2.0,2.0,0.0,1.0,211
10372,1.0,1.0,1.0,0.0,1.0,4
10373,1.0,2.0,2.0,0.0,1.0,1234
10383,1.0,2.0,2.0,0.0,1.0,299
10385,1.0,2.0,2.0,0.0,1.0,89
10388,1.0,4.0,4.0,2.0,0.6666666666666666,232
10391,4.0,10.0,8.0,40.0,0.16666666666666666,529
10394,1.0,2.0,2.0,0.0,1.0,17
10399,1.0,2.0,1.0,1.0,0.5,18
10400,1.0,2.0,2.0,1.0,0.6666666666666666,9
10409,1.0,2.0,2.0,0.0,1.0,22
10411,1.0,2.0,0.0,2.0,0.0,325
10412,2.0,8.0,8.0,1.0,0.8888888888888888,817
10417,1.0,7.0,7.0,1.0,0.875,58
10418,1.0,2.0,2.0,0.0,1.0,101
10426,1.0,2.0,2.0,0.0,1.0,78
10431,1.0,2.0,2.0,1.0,0.6666666666666666,8
10434,2.0,4.0,4.0,0.0,1.0,204
10439,2.0,29.0,30.0,34.0,0.46875,173
10440,1.0,2.0,2.0,0.0,1.0,72
10442,1.0,2.0,2.0,3.0,0.4,13
10446,1.0,2.0,2.0,0.0,1.0,133
10447,1.0,3.0,3.0,1.0,0.75,14
10453,1.0,2.0,2.0,1.0,0.6666666666666666,8
10454,1.0,2.0,2.0,0.0,1.0,85
10462,2.0,19.0,16.0,101.0,0.13675213675213677,230
10463,3.0,13.0,14.0,6.0,0.7,125
10467,1.0,2.0,2.0,0.0,1.0,9
10472,1.0,13.0,13.0,8.0,0.6190476190476191,111
10475,2.0,9.0,9.0,24.0,0.2727272727272727,372
10479,1.0,12.0,12.0,1.0,0.9230769230769231,374
10485,3.0,51.0,51.0,22.0,0.6986301369863014,453
10486,2.0,6.0,6.0,3.0,0.6666666666666666,468
10487,2.0,11.0,10.0,31.0,0.24390243902439024,116
10491,1.0,9.0,9.0,3.0,0.75,116
10496,1.0,9.0,9.0,8.0,0.5294117647058824,46
10498,1.0,8.0,8.0,4.0,0.6666666666666666,95
10502,1.0,1.0,1.0,0.0,1.0,4
10505,1.0,1.0,1.0,0.0,1.0,66
10506,1.0,2.0,2.0,0.0,1.0,21
10511,1.0,2.0,1.0,4.0,0.2,25
10513,1.0,2.0,2.0,1.0,0.6666666666666666,7
10514,1.0,2.0,2.0,1.0,0.6666666666666666,16
10516,1.0,2.0,2.0,1.0,0.6666666666666666,17
10519,1.0,5.0,5.0,1.0,0.8333333333333334,49
10524,1.0,2.0,2.0,2.0,0.5,19
10530,3.0,12.0,14.0,10.0,0.5833333333333334,105
10534,1.0,2.0,2.0,3.0,0.4,196
10535,1.0,2.0,2.0,3.0,0.4,16
10537,2.0,7.0,7.0,4.0,0.6363636363636364,35
10541,4.0,26.0,26.0,29.0,0.4727272727272727,408
10543,2.0,17.0,17.0,6.0,0.7391304347826086,270
10544,2.0,13.0,14.0,10.0,0.5833333333333334,935
10548,1.0,9.0,9.0,2.0,0.8181818181818182,189
10551,2.0,13.0,13.0,15.0,0.4642857142857143,395
10554,1.0,8.0,8.0,8.0,0.5,117
10556,1.0,2.0,2.0,0.0,1.0,20
10557,1.0,2.0,2.0,1.0,0.6666666666666666,124
10558,1.0,2.0,2.0,0.0,1.0,80
10561,1.0,2.0,2.0,0.0,1.0,13
10563,1.0,9.0,7.0,12.0,0.3684210526315789,33
10568,3.0,28.0,28.0,25.0,0.5283018867924528,346
10569,1.0,2.0,2.0,0.0,1.0,12
10570,1.0,2.0,2.0,0.0,1.0,11
10576,2.0,7.0,5.0,10.0,0.3333333333333333,204
10577,1.0,1.0,1.0,0.0,1.0,65
10584,1.0,2.0,2.0,0.0,1.0,143
10585,1.0,2.0,2.0,0.0,1.0,31
10586,1.0,4.0,4.0,9.0,0.3076923076923077,116
10588,1.0,9.0,9.0,0.0,1.0,30
