date,text 
09.01.2019,"Четыре столетия Марс не перестает интересовать землян, которые нередко, наблюдая его со стороны, воображали себе обитаемую планету. Но после того, как в июле 1965 года аппарат Маринер-4 сделал первые снимки Марса с близкого расстояния, наши представления о планете значительно изменились. К сегодняшнему дню на поверхности планеты находятся уже порядка восьми космических аппаратов, поэтому Марс можно по праву назвать планетой, по крайней мере, населенной роботами. Рассказываем о том, откуда появились мифы о жизни на Марсе и как планету исследовали известные космические аппараты."
05.01.2019,"2018-й прошел под знаком продолжающегося развития AI-технологий, крупных скандалов, связанных с утечкой информации, взлетов и падений биткоина. Но что изменится в ближайшем будущем? Станет ли голосовой поиск действительно популярным? И почему компании тратят больше средств на разработку чатботов, а не мобильных приложений? Знакомим с ключевыми прогнозами компаний и экспертов, которые рассуждают, как уже совсем скоро может измениться digital."
03.01.2019,"Роботы все больше проникают в нашу жизнь, особенно в новый год! Испечь идеальное печенье, аккуратно подписать открытки для всех родственников и даже четко проконтролировать все, что вы съедите после застолья — фантазируем, что будет, если роботизация дойдет до Санты."
31.12.2018,"2019 уже мчится по планете! 
2018, который сотворил Университет ИТМО это:
❄ новый формат поступления благодаря конкурсу ITMO.STARS, 
❄ 71 место в рейтинге THE Computer Science, 
❄ открытие англоязычной магистерской программы Art&Science, 
❄ победа нашей школьной сборной на Всемирной олимпиаде роботов WRO-2018, 
❄ старт строительства нового кампуса ИТМО Хайпарк! 
Это много ваших улыбок и побед! Это #ITMOFamily
Врываемся в 2019 с любовью и берем тебя с собой! ❤"
30.12.2018,"Университет ИТМО информирует о том, что в настоящее время вузом осуществляется подготовка документов, необходимых для обжалования отказа в государственной аккредитации образовательной деятельности в отношении уровня профессионального образования по укрупненной группе профессий, специальностей и направлений подготовки среднего профессионального образования 09.00.00 Информатика и вычислительная техника."
28.12.2018,"Подводим итоги уходящего года! 

Мы выделили те события, которые стали знаковыми для 2018 года: здесь и женщины в науке, и ITMO.STARS, и Чемпионат мира по футболу.... И все это в картинках. 

Вспоминайте уходящий год вместе с нами, скачивайте открытки и делитесь с близкими самым важным https://goo.gl/MXiV6b"
27.12.2018,"Все делают ЭТО... 
Ставят цели на год! Кто-то хочет накопить на путешествие, а кто-то – защитить кандидатскую. Лучше всего начать с составления списка, и тебе в этом поможет наш суперконструктор! 

Формулируй свои цели, жми enter и смотри, как постепенно заполняется лист твоего 2019 года!"
27.12.2018,"Мы опубликовали официальную позицию вуза по поводу отказа в государственной аккредитации образовательной деятельности в отношении уровня профессионального образования по укрупненной группе профессий, специальностей и направлений подготовки среднего профессионального образования. Подробности и официальные документы: https://goo.gl/vYWcG4"
27.12.2018,"Поздравляем лучшую медиагруппу! Кстати, в этот же день Алексей Леонидович защитил кандидатскую! Поздравляем!"
26.12.2018,"Два года назад магистрант Университета ИТМО Роман Шипляков и магистрант СПбГЭУ Олег Боровский основали стартап HAKORA. Это платформа дополненной реальности, которая позволяет оживлять любые продукты в режиме реального времени. Сегодня они работают над проектами в области медицины, ритейла и образования. О своих кейсах и прогнозах развития AR студенты рассказали ITMO.NEWS."
26.12.2018,"ИТОГИ !!!111!

В этой суете чуть не забыли наградить самых BIG PIG DANTNUTYHHHH !!11!! 
Объявляем тех, кто в наступающем году получит лайки и битки, ой нет, а БИГ ПИГ ТОЛСТОВКИ! [id63426745|Степан Чопик], [id13232870|Наталия Тихомирова] и [id33850151|Катя Рябкова].

РАСХОДИМСЯ!!!111!!!"
25.12.2018,"Недавно ученые Университета ИТМО совместно с российскими и зарубежными коллегами выпустили крупный обзор современных работ о методах диагностики и визуализации на основе излучения терагерцового диапазона. Ольга Смолянская, один из авторов этой статьи, сотрудник факультета фотоники и оптоинформатики, руководитель лаборатории фемтомедицины, рассказала о главных тенденциях в этой области."
24.12.2018,"Осталась всего неделя, чтобы закончить все дела, купить подарки и радостно ворваться в 2019 год! Чтобы сделать Новый год счастливым не только для себя и своих близких, мы предлагаем вам подборку благотворительных акций, в которых вы еще успеваете поучаствовать."
21.12.2018,"Будущее банковских операций — в использовании биометрии пользователей. Сбербанк уже собирает записи голоса держателей карт и открывает доступ к функциям банкомата, сканируя лицо пользователя. Перспективному направлению посвящен проект Interface студентов Университета ИТМО. На кейс-чемпионате Fintech Cup-2018 они получили приз за самое креативное решение. Ребята рассказали, как мы будем использовать биометрию лица для перевода денежных средств."
20.12.2018,"Ежегодно крупнейшие страны мира инвестируют в «зеленую» экономику сотни миллионов долларов. Что необходимо знать, если вы хотите работать в этой сфере, и где получить соответствующие компетенции? С 2019 года в Университете ИТМО открывается новая магистерская программа «Биоэкономика и управление ресурсами», цель которой — готовить специалистов в области энерго- и ресурсосбережения."
20.12.2018,"В корпусе на ул.Ломоносова, 9 открылся онлайн сервис печати документов! Никаких флэшек и наличности! Подписывайся и оформляй заказы в [club167770845|ITMO.PRINT]! 

Спасибо инициативным студентам и любимому [club97819925|ITMO.STORE] за это!"
19.12.2018,"НЕ ЧИТАЙТЕ ПЛИЗ!111!!!!!111!!!!! 
 
НО ЕСЛИ ПРОЧИТАЛ ЭТОТ ПОСТ, ТО РЕПОСТНИ ЕГО СЕБЕ НА СТРАНИЦУ111!1!1!1!1 И ПОЛУЧИ ШАНС!1!!!
ОДНАЖДЫ...ЧЕЙ-ТО ДРУГ ЭТО НЕ РЕПОСТНУЛ И ОСТАЛСЯ БЕЗ КОСТЮМА НА НОВЫЙ ГОД))0)0)0 
МЫ ДАРИМ ТРЁМ BIG PIG DATNUTYM СВИТШОТ 
 
ЛАЙК РЕПОСТ, НО ПОМНИ: БИТКИ В СВИНЬЕ, А СВИНЬЯ НА ТЕБЕЕЕЕЕ!1!!111!!
ИТОГИ ПОТОМ!"
19.12.2018,"Adidas Russia представили первого российского виртуального инфлюенсера Асю Страйк. На сегодняшний день в аккаунте Instagram виртуальной модели более 1000 подписчиков. Во всем мире виртуальные инфлюенсеры существуют уже давно – сегодня они ведут аккаунты соцсетей и подписывают рекламные контракты с брендами Balenciaga и Balmain. ITMO.NEWS рассказывает, кто такие виртуальные инфлюенсеры, как создаются и сколько могут стоить в России."
19.12.2018,Новогодний марафон начинаем уже сейчас!
18.12.2018,"2019 уже сейчас в нашем стикерпаке! Мы добавили новогодний стикер, которым вы сможете поздравить своих друзей! Ссылка на стикерпак в ссылках паблика 🐽

Добавь PIG DATA, и все будет BIG DATA!"
18.12.2018,"Прнимаем заявки на участие в первой зимней онлайн-школе робономики от Airalab, которая пройдет с 5 по 20 января 2019 года. 
 
В школу входит три курса общей длительностью 15 дней. Для успешного обучения вам будет нужен Chrome, Telegram, GitHub-аккаунт и 2 свободных часа в день. Занятия в школе будут полезны не только инженерам-программистам, но и владельцам стартапов или интеграторам, работающим в сфере робономики.

Подробности: https://goo.gl/gdVCUW"
17.12.2018,"Стефано Страмиджиоли начал делать первых роботов еще в детстве, вдохновившись «Звездными войнами». А сейчас он возглавляет Лабораторию робототехники и мехатроники в Университете Твенте. 
В прошлом году научная группа профессора представила самого маленького и точного робота для диагностики рака груди. Сейчас ученые продолжают работать совместно с крупнейшими компаниями KUKA и Siemens. Мы поговорили со Стефано о будущем роботов для медицины, сотрудничестве с Университетом ИТМО и о том, как найти вдохновение в ежедневной работе."
17.12.2018,"Наступающий новый год мы решили отметить грандиозным выходом в оффлайн и лучшими фотографиями года, которые сделали наши подписчики! В учебной и предновогодней суете не забудьте заглянуть в холл второго этажа корпуса на ул.Ломоносова, 9! 

Там мы установили настоящий арт-объект, с которым можно и нужно фотографироваться!"
17.12.2018,"Мы вместе с [club78459300|Центром карьеры] и [club94359346|Центром по взаимодействию с выпускниками] приближаем Новый год! 
В честь наступающего разыгрываем 3 мешка с подарками! Там мощные пауэрбэнки, мягкие игрушки, сенсорные перчатки, фирменные рюкзаки, термокружки и настоящий китайский чай! 

Для участия нужно: 
❄быть студентом или выпускником Университета ИТМО; 
❄состоять в группах [club78459300|Центра карьеры] и [club94359346|Выпускники Университета ИТМО]; 
❄сделать репост и ждать чуда! 
 
Итоги подведем 25 декабря!"
14.12.2018,"В этом году чемпионат профессионального мастерства WorldSkills собрал участников из 93 университетов и 43 регионов страны! Среди призеров соревнования оказался магистрант Университета ИТМО Владислав Нестеров. Он рассказал ITMO.NEWS о том, как проходит подготовка к состязанию и почему важно контролировать свои эмоции во время финала."
14.12.2018,"Проект наших выпускников Surprise.me запускает конкурс на лучшую экскурсию по новогодним местам Петербурга и Москвы. Авторы самой популярной экскурсии получат денежный приз! 

Лучше подарка для себя и горожан не придумать! 

Подробности: https://goo.gl/yP9Cge"
13.12.2018,"Это главные мемы уходящего года, а мы рассказываем про главную лекцию недели! 

О происхождении мемов и развитии мемологии как науки рассказал редактор [club29534144|Лентача] Тарас Сычев. Кто такой свидетель из Фрязино и что такое мемпликсы, читайте на ITMO.NEWS https://goo.gl/juqEWy

А видео скоро будет :)"
12.12.2018,"В составе научной группы профессор Гари Хикс разрабатывает дизайн материалов, которые можно применять в медицине как антимикробные. Во время открытой лекции в Университете ИТМО он рассказал о гибридных материалах и методах их получения."
12.12.2018,"Мы сделали опрос для первокурнсиков об общеуниверситетских дискциплинах. В этом году состоялся пилотный запуск модулей «Цифровая культура», «Soft Skills», «Креативные технологии», но что об этом думают студенты? Пройдите опрос! Скажите нам все, что думаете по ссылке: https://goo.gl/NBGcV5"
11.12.2018,"В Европе завершился финал крупнейшего соревнования по робототехнике Robotex. В прошлом году команда от Университета ИТМО, выступающая в категории беспилотных летающих аппаратов, заняла первое место, а в этом студенты расположились на втором и третьем местах, уступив немцам. Победители сравнили победу команды из Германии с нашествием монголо-татар и рассказали ITMO.NEWS, с какими трудностями столкнулись в последний момент подготовки к выступлению."
11.12.2018,"Что такое биоарт? Об этом мы поговорили на воркшопе легендарного художника, пионера биоарта и сотрудника MIT, Harvard Medical School и University of Kentucky Джо Дэвиса. 

Более 30 лет назад Джо Дэвис вместе с генетиками из Гарварда в рамках художественного проекта впервые закодировал в ДНК бактерии графическое изображение, тем самым предвосхитив целое направление в науке — использование ДНК в качестве носителя цифровой информации."
10.12.2018,"SURF Stanford U.S.-Russia Forum — годовая программа для студентов и профессионалов из России и США, которая позволяет им вместе исследовать наиболее актуальные вопросы современности, а в финале представить результаты своей работы в Стэнфорде. Участницей программы этого года стала заместитель директора [club122783310|Центра научной коммуникации] Университета ИТМО Дарья Денисова."
10.12.2018,"В будущем терагерцовые технологии помогут точнее проводить анализы крови и пользоваться Интернетом на новых скоростях. Все благодаря использованию наноматериалов. Один из ведущих исследователей в этой области Илья Аношкин приехал преподавать в Университете ИТМО по программе ITMO Fellowship. Несмотря на успешный опыт работы в Финляндии и Швеции, он очень нехотя называет себя ученым. Журналист ITMO.NEWS встретился с Ильей и расcпросил о будущих технологиях, а потом нарисовал его! https://goo.gl/6Hi7U6"
07.12.2018,"Как вывести стартап в оборот в миллиард рублей в год? Почему нельзя «ломать» своих сотрудников? В рамках проекта «В Петербурге можно все» прошла встреча с управляющим сервисом iGoods Григорием Кунисом. Предприниматель рассказал о своем проекте и полезном опыте, приобретенном за 25 лет работы в медиа. Мы собрали главные цитаты его выступления."
07.12.2018,"Если вы еще не подписаны на рассылку ITMO.NEWS, то многое пропускаете! Наша дорогая редакция задалась вопросом: почему в программе «вДудь» никогда не было ученых? И уже сформировала список потенциальных героев! Среди них - ученый Университета ИТМО Алексей Слобожанюк. На этой неделе его диссертацию признали лучшей в Австралийском национальном университете https://goo.gl/62SfTs

Подписывайтесь на рассылку, чтобы не пропустить самые популярные материалы недели."
06.12.2018,"Эйфория, депрессия, осознание, принятие — это стадии адаптации, которые переживают все, кто уезжает на учебу за границу. Экс-журналист портала ITMO.NEWS [id6595734|Наташа Блинникова] уехала учиться в Великобританию. В нашем блоге она рассказала о жизни в стране двойных стандартов и о том, почему отъезд стал для нее ground-breaking experience (опытом, после которого ты становишься другим человеком)."
05.12.2018,Сегодня вещаем из MIT! Cотрудник Университета ИТМО Александр Капитонов расскажет про применение блокчейна в робототехнике. Подключайтесь к трансляции!
05.12.2018,"14 декабря 2018 14:30 в [club113710324|научном центре SCAMT] прочитает лекцию профессор Игорь Ронинсон, специалист международного уровня в создании противоопухолевых лекарств, руководитель мегагранта ""Программирование транскрипции генов, опосредованное CDK8: биологические механизмы для медицины"", h-index 73! 
 
Тема лекции: ""Cancer Drug Discovery"" 
Обязательная регистрация по ссылке: https://goo.gl/8B7yCi"
04.12.2018,"Чтобы упорядочить бизнес-процессы и наладить коммуникации между командами, многие компании пользуются конкретными техническими решениями. Например, в отделе .NET-разработок JetBrains такими техническими решениями стали merge-robot, интегрированный в CI (Continuous Integration), EAP (Early Access Program), Feature Freeze и другие. 

Руководитель отдела .NET-разработок JetBrains Сергей Кукс рассказал о полезных практиках управления процессом разработки, которые используются в JetBrains, и объяснил, чего это стоит."
04.12.2018,Лекции в баре - наш любимый формат! Приходите!
03.12.2018,"Университет ИТМО организует лекцию по мемологии! Ее прочитает самый настоящий мемолог — главный редактор [club29534144|«Лентача»] Тарас Сычёв. 

Вместе с Тарасом мы изучим основы мемологии и меметики, узнаем, как использовать мемы для продвижения науки, ну и постараемся понять: мемология — это деградация или наука. 
 
Место: ул. Ломоносова, 9 в аудитории 1220
Время: 10 декабря, 19.00
UPD: регистрация закрыта. Но будет прямая трансляция в нашем Instagram."
03.12.2018,"Что такое цифровые гуманитарные науки? Кто и зачем занимается этим направлением научных исследований? Профессор Нью-Йоркского университета Кимон Керамидас, рассказал о зарождении, становлении и достижениях Digital Humanities в Нью-Йорке и мире.

Хотите больше знать об исследованиях в области Digital Humanities? Подписывайтесь на [club171987344|паблик] нашей новой лаборатории."
03.12.2018,"В связи с проведением ремонтных работ в библиотеке корпуса на ул. Ломоносова, 9 временно устанавливается следующий режим обслуживания читателей: 
 
Отдел обслуживания учебной литературой (4 этаж, помещение 1407): осуществляет в ограниченном объеме выдачу учебной литературы и прием всех ранее выданных изданий в будние дни с 10.00 до 17.00, перерыв на обед: с 13.30 до 14.30. 
 
Обслуживание иностранных студентов осуществляется в ауд. 1330 
в будние дни с 10.00 до 17.00, перерыв на обед: с 13.30 до 14.30 
 
С 15 декабря в ауд. 1330 будет работать компьютерный класс с доступом в интернет. 
Дальнейшие изменения режима работы смотрите здесь: lib.ifmo.ru"
03.12.2018,"В феврале 2019 пройдет онлайн-олимпиада Bioinformatics Contest! 
Для победы нужно решить как можно больше биоинформатических задач за 24 часа, используя любой удобный язык программирования. Если вы хотите попробовать свои силы, подписывайтесь на новости — bioinf.me/contest и регистрируйтесь — stepik.org/43615!

Отборочный тур продлится со 2 по 10 февраля, финальный раунд — 23 февраля. Для участия потребуются навыки программирования, знания в биологии, биоинформатике и геномике."
30.11.2018,"Ученый Университета ИТМО Алексей Слобожанюк стал обладателем премии Австралийского национального университета (ANU), которую ежегодно присуждают лучшему кандидату, защитившему PhD в школе физики и инженерии. Работа молодого ученого посвящена исследованию метаматериалов и применению их уникальных свойств для создания катушек МРТ с более высокой эффективностью, а также для разработки новых оптико-электронных систем. О перспективах исследований и о том, как заниматься одновременно и фундаментальной, и прикладной наукой, Алексей Слобожанюк рассказал ITMO.NEWS."
30.11.2018,"В этом году Университет ИТМО стал лучшим среди российских вузов в рейтинге THE по компьютерным наукам, при этом третий год подряд сохраняя позицию в топ-100 вузов мира. В предметном рейтинге «Инженерные науки и технологии», в котором вуз дебютировал в прошлом году, Университет ИТМО представлен в тройке лучших среди российских участников https://goo.gl/jaCuAC"
30.11.2018,Международная научная лаборатория цифровых гуманитарных исследований подготовила проект по визуализации данных совместно с Музеем истории ГУЛАГа. На прошедшей неделе он был удостоен специального приза от компании Microsoft. Мы поговорили с создателями проекта о его дальнейшем развитии.
29.11.2018,"Пока Microsoft выигрывает контракт на поставку AR-устройств для обучения солдат армии США, в Университете ИТМО прошел Japan AR/VR Day, где японские эксперты рассказали про будущее и настоящее VR."
29.11.2018,"Если ты студент-бакалавр, у тебя есть возможность поехать в образовательный тур по США следующим летом! 
4 недели интенсивного курса лекций, семинаров и групповых презентаций, и 2 недели ознакомительного тура по США с посещением государственных и частных организаций ожидают настоящих student leaders! 

Как принять участие? 
- Зайти на страницу программы на сайте Посольства США: http://bit.ly/2TAM3tf
- Скачать анкету (справа в разделе Application Forms); 
- Заполнить все поля и отправить заявку на US-RussiaExchanges@state.gov.
Дедлайн: 8 января. 

Go!"
28.11.2018,"На этой неделе в Университете ИТМО завершился курс доктора физических наук Сергея Тиходеева для студентов [club65956552|физтеха]. Мы поговорили с преподавателем МГУ о его многолетней любви к теоретической электродинамике, постсоветской судьбе науки и эффективном решении уравнения Максвелла."
28.11.2018,"Группа ученых из Университета ИТМО и Университета Рочестера (США) исследовала, как возникает терагерцовое излучение в жидкости. Раньше возникновение такого излучения в жидкой среде считалось невозможным из-за высокого поглощения. Но в новой работе ученые описали физическую природу этого явления и показали, что жидкостные источники излучения могут быть эффективны."
27.11.2018,"Притягивающие лучи знакомы многим по фильму «Звездные войны», сериалу «Звездный путь» и изображениям, на которых летающая тарелка похищает корову. Ученые давно работают над тем, чтобы получить такие лучи в реальности и уже сейчас существует несколько способов, которыми можно заставить объекты двигаться к источнику света. Пока это, правда, отдельные маленькие частицы и атомы, а не целые коровы.

Исследование ученых из Университета ИТМО показало, что гиперболические метаповерхности перспективны для экспериментов по созданию притягивающего луча, а также для его практических применений."
27.11.2018,"В этом году трое студентов Университета ИТМО получили призы в конкурсе «Студент года» от Комитета по науке и высшей школе. ITMO.NEWS пообщался с победителями и узнал, каково получать такую награду, сложно ли целыми днями отвечать на вопросы студентов и как повысить шансы на участие в академической мобильности."
27.11.2018,"Этой осенью мы запустили курс по управлению IT-проектами. Если вы пропустили лекции от экспертов из Jet Brains, Yandex, Вконтакте, то у вас есть шанс посмотреть их в записи на ""Лекториуме""!"
26.11.2018,"Только отошли от черной пятницы, как грядет #щедрыйвторник 

Завтра с 10.00 в ITMO.PLACE на Кронверкском, 49 будет организовано мини-кафе от эндаумент-фонда в честь международной акции!

Вы сможете внести свой вклад в эндаумент-фонд университета, а в качестве благодарности получить чашку кофе и выпечку собственного производства, приготовленную с любовью ❤

Подробности: https://goo.gl/3yk7id"
26.11.2018,"Команда российских разработчиков создала онлайн-сервис «Кномикс-Биота», который позволяет исследовать генетические данные микрофлоры кишечника. Анализ может выявить, какие виды бактерий представлены в микробиоте, в каком соотношении они находятся, насколько способны вырабатывать витамины и другие полезные вещества."
26.11.2018,"Андрей Бреслав — выпускник Университета ИТМО и один из создателей нового языка программирования Kotlin. За минувший год Kotlin воспользовались почти два миллиона разработчиков в мире, он стал официальным языком программирования для Android, а в будущем планирует войти в пятерку самых распространенных языков программирования. Кстати, прямо сейчас команда Kotlin в поисках Head of Marketing. О разработке нового языка в JetBrains и собственных проектах Андрея читайте в нашем материале."
26.11.2018,"Еще вчера мы не знали, куда деться от проводов, а сегодня слушаем музыку в наушниках по Bluetooth и заряжаем смартфоны на ковриках для мыши. О передаче информации со скоростью света и развитии технологий беспроводной зарядки читайте в [club23553134|""Популярной механике""]."
23.11.2018,Приглашаем всех на главный митап ноября!
23.11.2018,"Гран-при хакатона ВКонтакте 2018 и 500 тысяч рублей выиграла команда «Рабочее название», которая разработала приложение VK Donors по запросу DonorSearch. При создании приложения участники команды работали над решением актуальных проблем донорства – низкой осведомлённости населения о сдаче крови, мотивации людей, плохой связи между донорами и станциями переливания крови. В своем приложении разработчики заключили решение всех этих проблем. ITMO.NEWS поговорил с победителями, выпускниками Университета ИТМО и Политеха, и узнал, как именно приложение делает донорство более доступным."
22.11.2018,"Решай, как будет выглядеть ИТМО Хайпарк! 

В корпусе Университета ИТМО на ул. Ломоносова можно посмотреть архитектурные проекты нового кампуса Университета ИТМО в городе-спутнике Южный. Голосование за понравившийся проект проходит онлайн и оффлайн. Подробности здесь: https://goo.gl/4eS76P"
22.11.2018,"Ученые из Университета ИТМО разработали наноконтейнеры, способные менять метаболизм бактерий по световому сигналу. Контейнеры состоят из наночастиц диоксида титана, покрытых серебром и полимерами. При нагреве частиц из-за облучения лазером конформация полимеров меняется, и контейнер открывается, выпуская содержимое. В контейнеры ученые загрузили модельный фермент – арабинозу. Но его можно заменить другими активными веществами, чтобы использовать контейнеры для доставки лекарств."
22.11.2018,"Эта фотография ученого Университета ИТМО Семена Смирнова вошла в число победителей конкурса «Снимай науку для Википедии». 

В ходе эксперимента ученый сделал фотографию, на которой удалось запечатлеть фемтосекундную лазерную искру и формируемый ею суперконтинуум. О своей работе, красоте научных исследований и о том, помогает ли фотография популяризировать науку, Семён Смирнов рассказал ITMO.NEWS https://goo.gl/9ywPN1"
21.11.2018,"Ученые из Университета ИТМО разработали метод увеличения активности ферментов при помощи радиочастотного излучения. Для этого они синтезировали комплекс из ферментов и магнитных наночастиц, которые нагреваются под воздействием радиоизлучения и одновременно делают фермент внутри устойчивее к высокой температуре. В результате скорость реакции ускоряется более чем в 4 раза. Такой метод можно использовать для создания радиоуправляемых биохимических систем https://goo.gl/zo4fsR"
21.11.2018,"Профессор Тель-Авивского университета Борис Маломед занимается исследованиями в области нелинейной оптики и солитонов уже более 30 лет. На сегодняшний день его индекс Хирша является одним из самых высоких для ученых, работающих в этой области. В интервью ITMO.NEWS Борис Маломед рассказал о том, как оптика определяет нашу жизнь и как ее открытия можно использовать в других областях физики."
20.11.2018,"Знаете ли вы, что в Петербурге более 100 видов лишайников, которые расщепляют один только мрамор? А почему за несколько лет лес из соснового может превратиться в еловый? И как выжженная территория становится местом пробуждения семян огромного количества растений? О борьбе растений за выживание рассказала кандидат биологических наук Ольга Вершинина."
20.11.2018,"Завтра мы продолжаем смотреть кино в рамках фестиваля [club91851618|ФАНК]! Вечер проведем с картиной «Да будет свет!». 

В деревушке на юге Франции группа ученых-энтузиастов из 37 стран мира строит искусственную звезду. Если сегодня она будет реализована, то может открыть путь человечеству к возобновляемой, дешевой и чистой энергии. А если нет – то станет одним из самых крупных научных и политических провалов за всю историю. 

Перед показом вместе с экспертом из Университета ИТМО Александром Атращенко мы обсудим перспективы поиска ""бесконечного"" источника энергии. 

Время показа: 19.00
Место показа: Кронверкский пр., 49, актовый зал.
Регистрация: https://goo.gl/nP4ZjG"
