views_reg_text,data 
"69 RU  Поздравляем победителей конкурса на присуждение премий Правительства Санкт-Петербурга в области научно-педагогической деятельности согласно приложению 1.  Регистрация победителей конкурса будет производиться с 11.00 до 11.45! Церемония торжественного награждения победителей конкурса состоится 3 декабря 2019 года в 12.00 в Санкт-Петербургском политехническом университете Петра Великого по адресу: Санкт-Петербург, ул. Политехническая д. 29, Научно-исследовательский корпус, большой конференц-зал. Для прохода в корпус и получения диплома необходимо при себе иметь паспорт, или иной документ, удостоверяющий личность.",Опубликовано: 02.12.2019 Раздел: Разное Опубликовал: Елисеев О.В. Подразделение: департамент магистратуры
"50 RU В Лаборатории киберфизических систем будет проведён семинар, посвященный проекту  организации безопасности АСУ ТП. Будут рассмотрены проблемы организации безопасности критической информационной инфраструктуры на примере распределенного производства. В рамках семинара будут проанализированы риск-ориентированный и экспертный подходы в промышленной кибербезопасности, особенности построения модели угроз и модели нарушителя, а так же zero-trust подход. Докладчики: Ассистент ф. СУиР, к.т.н. Юрьева Радда Алексеевна Магистрант ф. ПИиКТ Даненков Илья Сергеевич Бакалавр ф. БИТ Нкодиа Клер-Даниэла Время и место проведения: 03.12.2019 в 18:00, ауд. 203, Кронверкский пр., 49. Контакты: raddayurieva@gmail.com",Опубликовано: 01.12.2019 Раздел: Наука и инновации Опубликовал: Маргун А.А. Подразделение: факультет систем управления и робототехники Теги: асутпбезопасность киберфизических системсеминар
"99 RU Продолжается конкурсный отбор на специализации образовательной программы магистратуры “Большие данные и машинное обучение” (Направление подготовки – Прикладная математика и информатика). К участию в конкурсе допускаются учащиеся первого курса данной программы. Специализация 1: Технологии организации и управления инфраструктурой больших данных (15 мест) Специализация 2: Технологии машинного обучения и анализа больших данных (30 мест) Специализация 3: Когнитивные технологии и квантовый интеллект (10 мест) Специализация 4: Когнитивные технологии и машинное обучение в планировании и сопровождении спасательных и специальных операций (10 мест) Распределение на специализации будет проходить на основе результатов конкурса мотивационных писем.  В письме необходимо описать: •      Причину выбора конкретной специализации •      Тематику научной работы •      Результаты научной работы на текущий момент •      Ожидаемые итоговые результаты научной работы •      Навыки в программировании (конкретные языки, степень владения) Также в письме необходимо указать ранг специализаций по приоритетам. Мотивационные письма необходимо отправить на электронный адрес alexandra.klimova@itmo.ru до 29 ноября.  Прикрепленные файлы Конкурс бд и мо 322,50 КБ",Опубликовано: 28.11.2019 Раздел: Образование Опубликовала: Климова А.С. Подразделение: Институт дизайна и урбанистики
"602 RU В связи с началом работ по монтажу металлических конструкций с применением грузоподъемных механизмов (автокрана) по адресу ул. Ломоносова, д. 9, литера А (второй корпус) учебные занятия с 27.11.2019 на основании приказа от 26.11.2019 1505 - од перенесены.  Информация об актуальном расписании занятий будет обновляться и отображаться в ИСУ ИТМО и в Вашем персональном расписании занятий. Обращайте внимание на изменения! При возникновении вопросов, Вы можете обратиться в Отдел планирования и сопровождения учебного процесса (ул. Ломоносова, 9 ауд. 1203, тел. 312-11-89).",Опубликовано: 28.11.2019 Раздел: Образование Опубликовал: Пирогов А.В. Подразделение: управление проектирования и реализации образовательных программ
"28 RU Уважаемые абитуриенты и родители, приглашаем вас на День открытых дверей факультета Фотоники и оптоинформатики. Приглашаем всех, кто любит физику, кого интересует: квантовая криптография, лазерные оптические технологии, нанотехнологии, цифровая голография. День открытых дверей факультета Фотоники и оптоинформатики состоится 4 декабря и будет проходить с 17-30 до 19-00. Адрес: В.О., Кадетская линия д.3, к.2. Сбор участников в 17-00 Программа Дня открытых дверей Вас ждёт увлекательный рассказ об образовательной программе «Фотоника и Оптоинформатика». Опытные преподаватели доступным языком расскажут о таких «сложных» понятиях, как: «Фотоника», «Оптоинформатика», «Квантовые коммуникации», «Фемтотехнологии». Вы узнаете, как работают самые современные системы передачи, записи и хранения информации. Молодые учёные покажут лаборатории Международного института «Фотоники и оптоинформатики», в которых обучаются, проводят научные эксперименты и делают открытия наши студенты. Вы получите самую актуальную информацию о том, как поступить в Университет ИТМО на факультет Фотоники и оптоинформатики.   Подробная информация и регистрация на мероприятие Контакты Андреева Наталья Владимировна: +7-911-975-58-48","Опубликовано: 28.11.2019 Раздел: Образование Опубликовал: Иванов В.А. Подразделения: факультет фотоники и оптоинформатики, Международный институт ""Фотоника и оптоинформатика"" Теги: День открытых дверейФакультет Фотоники и оптоинформатики"
"179 RU Уважаемые магистранты 1 курса и аспиранты 1-3 гг. обучения!   Если у Вас запланировано обучение (в т.ч. стажировка или обучение по МОП/СОП) в зарубежном вузе или научной организации в 2020/21 учебном году или Вы еще только раздумываете о возможности поучиться за рубежом, при этом Вы достигли значительных результатов в фундаментальных и прикладных научных исследованиях, имеете публикации в рецензируемых научных журналах из Перечня ВАК, публикации в журналах, индексируемых в базе данных Web of Science или Scopus, получили охранные документы на свое изобретение, достигли побед в научно-технических мероприятиях по своему направлению подготовки, то Вам следует обратиться в отдел академической мобильности, чтобы узнать как отправиться за рубеж по стипендии Президента РФ, которая покроет расходы по поездке, а именно, стоимость обучения, проживание, проезд, местный транспорт, визу, медицинскую страховку.   В этом учебном году сразу 17 магистрантам и аспирантам ИТМО данная стипендия позволила уехать на обучение/стажировку в вузы США, Швейцарии, Германии, Швеции, Италии, Франции, Испании, Нидерландов, Финляндии.   С более подробной информацией о стипендии Президента РФ для обучения за рубежом, а также с репортажами стипендиатов ИТМО, можно ознакомиться здесь. Помните, что времени на подготовку документов на конкурс остается все меньше, поэтому поспешите обратиться за консультацией в отдел академической мобильности как можно быстрее, НЕ дожидаясь старта конкурса!  КОНТАКТЫ: Овсянникова Ольга Анатольевна, начальник отдела академической мобильности ул. Ломоносова, д. 9, ауд. 2139с Тел. 572-21-54 Эл. адрес: oovsyannikova@itmo.ru",Опубликовано: 28.11.2019 Раздел: Разное Опубликовала: Овсянникова О.А. Подразделение: отдел академической мобильности Теги: стипендия Президента РФ
"20 RU Уважаемые аспиранты, которые не сдали дисциплину Русский язык, риторика и культура речи!  Пересдача по дисциплине Русский язык, риторика и культура речи состоится 6 декабря в 13:30 ауд. 3222, ул. Ломоносова, д. 9  Dear postgraduate students who did not pass the discipline of the Russian language, rhetoric and speech culture!  The retake on the discipline of the Russian language, rhetoric and culture of speech will be held December 6 at 13:30 aud. 3222, st. Lomonosov, house 9",Опубликовано: 28.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: аспирантурапересдачарусский язык
"130 RU Напоминаем, что до 29 ноября продолжается приём электронных заявок в Экспертный совет ИТМО по сопровождению обучающихся в период подготовки выпускных квалификационных работ (ВКР) в форме бизнес-тезисов.     Форма Регистрация заявок команд  (бизнес-проектов) (стартапов) в Экспертный совет: https://forms.gle/zNSpU6QrLL4rdLzQ7  На заседании Экспертного совета команда обучающихся имеет возможность представить свой бизнес-проект (стартап) и защитить дорожную карту (презентацию). Участники совета дадут рекомендации  проектам о возможности защиты ВКР в форме стартапа и определяет, в какую государственную экзаменационную комиссию будет направлен бизнес-проект (стартап).   С Правилами подготовки и защиты ВКР в форме стартапа в 2019/2020 учебном году можно ознакомиться по ссылке: http://edu.ifmo.ru/file/pages/511/pravila_vkr_startap_2019_2020.pdf  Представление стартапов в Экспертный совет осуществляется в три потока:  Первый поток этап 1 (заочный) Подача командой стартапа электронной заявки - до 15 ноября 2019   этап 2 (заочный) Рассмотрение заявки экспертами - до 22 ноября 2019 этап 3 (очный) Заседание Экспертного совета - 30 ноября 2019  Второй поток этап 1 (заочный) Подача командой стартапа электронной заявки - до 22 ноября 2019 этап 2 (заочный) Рассмотрение заявки экспертами - до 29 ноября 2019 этап 3 (очный) Заседание Экспертного совета - 07 декабря 2019 Третий поток этап 1 (заочный) Подача командой стартапа электронной заявки - до 29 ноября 2019 этап 2 (заочный) Рассмотрение заявки экспертами - до 06 декабря 2019 этап 3 (очный) Заседание Экспертного совета - 14 декабря 2019 Регистрация заявок команд на бизнес-проектов (стартапов) в Экспертный совет: https://forms.gle/zNSpU6QrLL4rdLzQ7  К заявке обязательно нужно прикрепить презентацию (дорожную карту) проекта. Шаблоны презентации (дорожной карты) доступны по ссылке: http://edu.ifmo.ru/pages/511/  Почта: at@itmotech.com Запись на личную консультацию:  https://calendly.com/itmotech_at Для всех вопросов по формату защите обращайтесь к  заместителю декана ФТМИ по инновациям: Антон Титов at@itmotech.com",Опубликовано: 27.11.2019 Раздел: Разное Опубликовала: Борисова И.А. Подразделение: факультет технологического менеджмента и инноваций Теги: диплом как стартап
"219 RU Ищем магистранта или аспиранта, желающего преподавать курс по компьютерным навыкам молодым людям, испытывающим трудности с поиском работы. Преподаватель может взять как частичную нагрузку, так и провести полный курс на весь срок программы. Также возможно участие в разовых мастер-классах.   Данный курс является частью социальной программы Advance, которая будет проходить с января по ноябрь 2020 года. Продолжительность: 40 астрономических часов.   Цель курса – помочь участникам развить навыки, необходимые для офисной работы в разных областях, например:    использование Microsoft Word;    использование Microsoft Excel;   создание эффектвных презентации;    работа в графических редакторах;     создание сайта-визитки;   эффективное использование приложений Google;  Просим присылать Ваши предложения  на advance@itmo.ru",Опубликовано: 27.11.2019 Раздел: Разное Опубликовала: Руссианова О.О. Подразделение: институт международного развития и партнерства
"300 RU Уважаемые аспиранты 1 года обучения! Напоминаем, что до 1 декабря у каждого из вас должны быть утверждены научный руководитель и тема диссертации. Если вы не сообщали свою тему диссертации и до сих пор не выбрали научного руководителя, то срочно сообщите об этом на свой факультет и в отдел аспирантуры. Информацию о темах диссертаций и научных руководителях в отдел аспирантуры передают факультеты, затем отдел аспирантуры выпускает приказ.  Обращаем внимание, что ваш научный руководитель должен быть трудоустроен на тот же факультет, на котором числитесь вы. Если это не так, то вам необходимо срочно предоставить заявление на смену структурного подразделения (Образец заявления в приложении).  Для заполнения индивидуального плана вам необходимо знать тему диссертации, научного руководителя, дату и номер выписки из решения ученого совета МФ. Данная информация будет размещена в ИСУ, на сайте отдела аспирантуры и в группе ВКонтакте после утверждения приказов. Заполнить индивидуальный план аспиранта будет необходимо строго до 23 декабря. Прикрепленные файлы Заявление на изменение структурного подразделения 30,50 КБ",Опубликовано: 27.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: 1 курсаспирантураиндивидуальный планнаучные руководителитема диссертации
"19 RU Уважаемые аспиранты, которым необходимо пересдать дисциплину Оптические нанотехнологии (03.06.01)!  Пересдача по дисциплине Оптические нанотехнологии (03.06.01) состоится 3 декабря в 18:30, ауд. 203, Биржевая линия, д. 14-16",Опубликовано: 27.11.2019 Раздел: Разное Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: 03.06.01аспирантураоптические нанотехнологиипересдача
"77 RU Секретариат Ученого совета Университета ИТМО переехал в ауд. 321 (Кронверкский пр., 49).  Телефон 233-59-52.",Опубликовано: 27.11.2019 Раздел: Разное Опубликовала: Калинкина М.Е. Подразделение: секретариат ученого совета
"110 RU Уважаемые аспиранты 2 курса, обучающиеся по направлению 27.06.01!  Обращаем ваше внимание на изменения в расписании!  11 декабря по дисциплине Методы исследования систем управления у вас состоятся ДВЕ пары: - с 17:00 до 18:30, пер. Гривцова., д.14, ауд. 405  - с 18:40 до 20:10, пер. Гривцова., д.14, ауд. 409",Опубликовано: 27.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: 2 курс27.06.01аспирантура
"19 RU Уважаемые аспиранты 2 курса, обучающиеся по направлению 27.06.01!  Обращаем ваше внимание на то, что 28 ноября пара по дисциплине Методы исследования систем управления не состоится.",Опубликовано: 26.11.2019 Раздел: Образование Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: 2 курс27.06.01аспирантура
"30 RU     14 ноября 2019 года в рамках VIII Международного культурного форума и Международной Научной конференции памяти М. В. Доброклонского прошёл круглый стол «Искусство и искусствознание на современном этапе. Культурное взаимодействие и глобализация», посвященный междисциплинарным подходам в изучении истории искусства. Основной миссией этого круглого стола стал поиск новых путей междисциплинарного взаимодействия в области искусствознания. Участники круглого стола отмечали, что в настоящее время усложнение и расширение способов изучения искусства, новые формы визуализации требуют новых методик работы с произведениями искусства и широты контекста в работе над осмыслением образа. Эпоха цифровых технологий  формирует неординарные подходы к анализу художественного творчества, где именно междисциплинарный подход помогает раскрытию смысла произведений.    Организатором и модератором круглого стола стала менеджер Центра социальных и гуманитарных знаний Университета ИТМО, аспирант СПбГАИЖСА им. И. Е. Репина Мартынова Дарья Олеговна.    Приглашёнными экспертами мероприятия выступили: кандидат искусствоведения, профессор Юлия Ивановна Арутюнян (Санкт-Петербург) и кандидат искусствоведения, научный сотрудник Государственного института искусствознания Ксения Валерьевна Орлова (Москва). Прикрепленные файлы 6684e1b9 08eb 4b4d b376 ebe1c46aadcd 83,37 КБ",Опубликовано: 26.11.2019 Раздел: Разное Опубликовала: Мартынова Д.О. Подразделение: центр социальных и гуманитарных знаний Теги: междисциплинарностьИтмоискусствоконференциямеждисциплинарностьнаучная деятельностьтехнологиифорумцифровизация
"82 RU Во вторник, 26 ноября, пройдет стратегическая сессия, где сотрудники Университета ИТМО и Университета прикладных наук ХАМК поделятся своим опытом организации, развития и поддержки предпринимательских студенческих сообществ в университетах.  Регистрация: https://ceitmo.timepad.ru/event/1125904/  Планируется проведение круглых столов со следующими темами для дискуссий:  — Обсуждение значения термина «студенческое общество / клуб». Определения, ассоциации — Обсуждение жизненного цикла студенческого общества / клуба (если существует несколько совершенно разных определений, то мы можем соответственно разделиться на несколько групп). Создание дорожной карты его развития — Обсуждение того, что такое студенческое общество / клуб на каждом этапе его развития, какие ресурсы ему необходимы, каковы наилучшие практики мер поддержки на каждом этапе, каковы преимущества и недостатки этих мер.  Рабочий язык: английский. Время: 9:30 — 18:00","Опубликовано: 26.11.2019 Раздел: Бизнес Опубликовала: Лебедева Н.В. Подразделение: отдел ""Акселератор"""
"174 RU 29 ноября в 18:00  в актовом зале Университета ИТМО (Кронверкский пр. 49, 4 этаж) пройдет открытая лекция о Нобелевской премии по физике 2019 года от научного сотрудника ФТИ им. Иоффе Александра Иванчика. Лекция пройдет в рамках Дня открытых дверей Нового физтеха Университета ИТМО. Канадский ученый Джеймс Пиблс в этом году получил половину общей суммы Нобелевской премии «за теоретические открытия в физической космологии». Исследователь смог описать свойства реликтового излучения (теплового излучения, равномерно заполняющего Вселенную): рассчитал спектр его флуктуаций, оценил, как излучение будет выглядеть при добавлении холодной материи к обычной, и показал, на каком уровне находится относительная амплитуда колебаний температуры в такой модели. А после  изучил, как введенные им гипотетические сущности сказываются на эволюции Вселенной в целом и формировании галактик в частности. В последствии правильность его идей была подтверждена измерениями спутников WMAP, COBE и Planck.  Вторую половину премии между собой разделили швейцарские астрономы Мишель Майор и Дидье Кело — «за открытие экзопланеты, обращающейся вокруг звезды солнечного типа».  Для этого исследователям потребовалось разработать сверхточный спектрометр, который смог уловить слабые смещения спектра звезды (желтого карлика в созвездии Пегаса), сопровождающие вращение планеты (горячий Юпитер). Это открытие стало поворотным в сфере исследования экзопланет. Впоследствии, используя аналогичную методику, ученые смогли обнаружить еще около 4000 планет, разбросанных по Млечному пути.  Автор цикла работ «Спектроскопия квазаров и космология», член-корреспондент РАН, профессор, ведущий научный сотрудник ФТИ им. А.Ф. Иоффе  Александр Иванчик подробно расскажет о том, почему эти открытия действительно важны для человечества. А после лекций вас ждет презентация Нового физтеха Университета ИТМО и ответы на любые вопросы про обучение, работу и сотрудничество с нашим факультетом.  О спикерах:  Александр Иванчик – российский ученый, специалист в области астрофизики, доктор физико-математических наук, член-корреспондент РАН, ведущий научный сотрудник ФТИ им. А.Ф. Иоффе. Организаторы: Новый физтех Университета ИТМО. Время:  29 ноября, 18:00 Место проведения:  Кронверкский пр-т, 49, актовый зал  Контакты:  Юлия Толстых  julia.tolstykh@metalab.ifmo.ru ",Опубликовано: 25.11.2019 Раздел: Разное Опубликовал: Лебаков В.В. Подразделение: физико-технический факультет Теги: день открытых дверейкосмослекцияновый физтехфизикаэкзопланеты
"45 RU 19 ноября 2019 года Санкт-Петербургский информационно-аналитический центр (СПб ИАЦ) организовал для магистрантов программы «Цифровые технологии умного города» Университета ИТМО семинар по разработке государственных информационных систем. Семинар проводил начальник сектора разработки СПб ИАЦ Сергей Смирнов и главный специалист-разработчик ИС Артем Воронцов. Спикеры рассказали студентам, как действует комплексная система управления городом, в чем заключаются проблемы информатизации и провели обзор Agile принципов, их преимущества и практики внедрения. Также специалисты затронули такую важную тему, как особенности взаимодействия с заказчиками и пользователями. Студенты первого и второго курса вместе участвовали в деловой игре по управлению разработкой проектов. Разбились на команды, раздали «заказчиков», «проекты», распределили роли и начали! В ходе игры магистранты выбирали тактику своей команды, на что будут делать акцент в планировании и определяли модель бизнес-ценностей. По итогу каждого этапа игры (их было 6) делали промежуточные результаты состояния команды. Команда под названием «Вова ушел» (p.s. Вов, вернись!) одержала победу над командой «Data Сатанисты». Благодаря данному семинару магистранты познакомились с новыми методами разработки программного обеспечения и научились построению эффективного взаимодействия заказчиков и разработчиков.",Опубликовано: 25.11.2019 Раздел: Образование Опубликовала: Смирнова П.В. Подразделение: центр технологий электронного правительства
"47 RU Организационное собрание для магистрантов направления 10.04.01 Информационная безопасность, прошедших конкурс на специализацию, реализуемую совместно с АО ""ЭВРИКА"", состоится 29.11.2019 на Ломоносова, д.9  в ауд. 1610 в 17ч. Явка обязательна.",Опубликовано: 25.11.2019 Раздел: Образование Опубликовала: Филькова И.А. Подразделение: факультет безопасности информационных технологий
12 RU,Опубликовано: 25.11.2019 Раздел: Образование Опубликовала: Помазкова Е.Е. Подразделение: факультет технологического менеджмента и инноваций Теги: GMCglobal management challengeделовая играменеджментоценка инвестиционной привлекательности и инвестиционная стратегияпрезентация
"91 RU Во вторник, 26 ноября, пройдет стратегическая сессия для студентов и преподавателей Университета ИТМО на тему: “Концептуализация трансграничного студенческого предпринимательского сообщества”. Сотрудники Университета ИТМО и Университет прикладных наук ХАМК зачитают доклады по теме мероприятия. Подробная программа во вложении. После докладов планируется проведение круглых столов со следующими темами для дискуссий: — Обсуждение значения термина «студенческое общество / клуб». Определения, ассоциации — Обсуждение жизненного цикла студенческого общества / клуба (если существует несколько совершенно разных определений, то мы можем соответственно разделиться на несколько групп). Создание дорожной карты его развития — Обсуждение того, что такое студенческое общество / клуб на каждом этапе его развития, какие ресурсы ему необходимы, каковы наилучшие практики мер поддержки на каждом этапе, каковы преимущества и недостатки этих мер.  После круглых столов будет составлен отчет о результатах дискуссии. Рабочий язык: английский. Время: 9:30 - 18:00 Регистрация: Регистрация:https://ceitmo.timepad.ru/event/1125904/ Прикрепленные файлы St. petersburg es workshop. final 19,88 КБ","Опубликовано: 23.11.2019 Раздел: Разное Опубликовала: Лебедева Н.В. Подразделение: отдел ""Акселератор"""
"86 RU Уважаемые руководители образовательных программ! Информируем Вас о том, что в декабре 2019 года, обучающиеся первого курса магистратуры будут осуществлять выбор специализаций, которые будут реализовываться, начиная со второго семестра. Информацию о лимитах обучающихся по специализациям образовательной программы вводит руководитель образовательной программы в ИСУ (приложение «Портфолио подразделения»). Декан факультета / директор института (кластера) может просмотреть информацию (через приложение «Портфолио подразделения») о ходе простановки лимитов обучающихся по специализациям по всем образовательным программам, реализуемым структурным подразделением.   Информацию по лимитам обучающихся по специализациям Вашей образовательной программы необходимо внести до 18:00 28 ноября 2019 года. Если лимиты обучающихся руководителем ОП определены не будут, то на каждую специализацию будет автоматически установлен лимит равный контингенту обучающихся по образовательной программе.   Алгоритм действий по определению лимитов по специализациям описан в прикрепленном файле. При возникновении вопросов, вы можете обратиться к Александру Владимировичу Пирогову email: pirogov@itmo.ru. Прикрепленные файлы Портфолио оп специализации 538,07 КБ",Опубликовано: 22.11.2019 Раздел: Образование Опубликовал: Пирогов А.В. Подразделение: управление проектирования и реализации образовательных программ
"142 RU Программа Advance рассчитана на:  молодых людей в возрасте с 22 до 35 лет, испытывающих трудности с работой,   на момент прохождения программы не осуществляющих трудовую деятельность, не являющихся сотрудниками ИТМО и желающих улучшить свои профессиональные навыки.   Срок обучения: 9 месяцев с января по ноябрь 2020 года (с перерывом в июле-августе). Основные предметы: компьютерная грамотность, английский язык и основы предпринимательства.   Принимаем заявки на почту advance@itmo.ru  Дедлайн: до 26 ноября ",Опубликовано: 22.11.2019 Раздел: Разное Опубликовала: Руссианова О.О. Подразделение: институт международного развития и партнерства
"63 RU Уважаемые аспиранты МФ БТиНС 3 и 4 годов обучения и их научные руководители!  Приглашаем Вас на рабочий семинар по подготовке документов к защитам диссертационных работ в Диссоветах Университета ИТМО.  Семинар состоится 27.11.2019 года в 14-00 часов в аудитории № 1216 (актовый зал), ул. Ломоносова 9.",Опубликовано: 22.11.2019 Раздел: Разное Опубликовала: Грачева М.В. Подразделение: отдел международной аспирантуры и докторантуры Теги: 3 курс4 курсаспирантурабтинссеминар
28 RU Уважаемые аспиранты МФ БТиНС 3 и 4 годов обучения и их научные руководители! Приглашаем Вас на рабочий семинар по подготовке документов к защитам диссертационных работ в Диссоветах Университета ИТМО. Семинар состоится 27.11.2019 года в 14-00 часов в аудитории № 1216 (актовый зал).,Опубликовано: 22.11.2019 Раздел: Разное Опубликовал: Дубровин С.А. Подразделение: дирекция Теги: МФ БТиНС аспиранты
"16 RU 14 ноября 2019 года в рамках конференции EGOSE-2019 состоялся международный семинар «Электронное участие и инициативное бюджетирование: лучшие практики на Северо-Западе России». Семинар организован Центром технологий электронного правительства Института дизайна и урбанистики Университета ИТМО при поддержке Европейского союза (Европейский фонд регионального развития), Северо-Западного института управления РАНХиГС и Комитета по внешним связям Санкт-Петербурга. На мероприятии был представлен международный проект «Расширение возможностей бюджетирования на основе участия граждан в регионе Балтийского Моря» (Empowering Participatory Budgeting in the Baltic Sea Region - EmPaci), реализуемый на Северо-Западе России с 2019 года в рамках программы Interreg (Регионы Балтийского Моря). На семинаре присутствовали представители органов государственной власти и местного самоуправления, преподаватели ИДУ, а также магистранты программы «Цифровые технологии умного города». В ходе семинара выступали с докладами: - Лев Шилов «Инициативное (партиципаторное) бюджетирование в Санкт-Петербурге»; - Игорь Ходачек «Умные города для Крайнего Севера. Картирование инициатив участия граждан в Норвегии, России, Финляндии и Северной Америке». Участники семинара обсуждали эффективность реализации проектов инициативного бюджетирования в регионах и муниципалитетах Северо-Запада России. Директор центра гуманистической урбанистики «UP» (Европейский университет в Санкт-Петербурге) Лев Шилов объяснил новостному порталу ИТМО, что инициативное бюджетирование важная и нужная вещь в современном мире. Благодаря инициативному бюджетированию жители смогут выдвигать собственные проекты по улучшению городской среды, сами выбирать какие проекты нужны и эффективны на данный момент и такие проекты могут быть в дальнейшем профинансированы местной властью. Подробнее по ссылке",Опубликовано: 22.11.2019 Раздел: Международная деятельность Опубликовала: Смирнова П.В. Подразделение: центр технологий электронного правительства
